Date,Open,High,Low,Close,Adj Close,Volume
2000-02-03,218.07317471055515,224.99605335061503,209.91954322572326,216.8595630653327,203.59285342282263,639742.5817843867
2000-02-04,448.96966947146586,474.39673860752123,422.12881668810365,454.8729895785956,441.70996674248,584016.9126799814
2000-02-07,235.7173675024696,244.12843000151372,225.28990676205285,233.6702854596545,220.4221930003751,564498.5707656613
2000-02-08,479.16791590529084,498.38137591510014,461.15522269923264,491.940401166339,478.6730489198509,604336.5271210014
2000-02-09,238.2854175290619,247.67635394546608,226.0545486118333,239.30881580195586,226.18274683395666,587340.063197026
2000-02-10,263.4837818882118,279.90506498878227,258.81879008807175,276.6134711327992,263.4081274279471,550767.9701353243
2000-02-11,254.35300288356441,273.333981588564,240.4421970591626,259.9971378422071,246.87737668510212,531718.4524372929
2000-02-14,321.92680630109646,350.4555692124001,310.7857149118383,333.75024413230625,320.1932557191735,519473.64623955433
2000-02-15,337.7991969086019,346.64495636850916,308.6809839557858,329.61834250778776,315.9477748282948,612506.9921186834
2000-02-16,336.7001395452053,365.2593811322514,322.69897966998377,354.82360210060324,341.0460757821185,569922.8481189038
2000-02-17,363.9604275063573,416.8904341503549,356.4474727562806,384.74016043782484,370.92276238183535,579739.1671309192
2000-02-18,395.5477525047809,433.5321541812224,381.41558247059584,401.87023012326546,388.3581255495213,524633.3973941368
2000-02-22,414.85532276494797,426.59792261984,357.30147956469284,392.55973393919294,378.90273272203035,551199.582096475
2000-02-23,401.33934256589316,422.6786063374434,378.5019875673474,404.32559776971186,390.679340028154,601054.9851851852
2000-02-24,413.03332078877986,429.484504828303,378.99767234464395,404.7852059121855,390.9729619941952,642056.2807424593
2000-02-25,411.30308342243694,450.28360598598454,393.7193222385472,435.90211848284963,422.0170216241166,562822.1874418604
2000-02-28,449.12571728838043,471.01856216820175,436.0438530499228,460.2084114371483,446.30291684056533,556567.1130232558
2000-02-29,281.6519520572589,294.6276144959762,271.3425224949725,279.66930157972763,265.64148734869883,599185.4233100233
2000-03-01,281.4778879283502,301.4704240792654,273.16376050008796,292.0325368411681,277.7927835523596,821481.6924850162
2000-03-02,320.9723122088287,360.5818884539222,304.4226568626219,348.9275906103294,334.74119595108726,593643.1010242086
2000-03-03,237.91985402370756,257.3480036884195,229.84355663899296,246.6789345581366,232.37424955859584,587225.3125
2000-03-06,249.80066939736895,260.67142575923856,238.3901982646616,247.2831207054814,232.9642907743169,531799.2982292637
2000-03-07,370.6470268133451,378.78211254175,325.6402790427836,332.89574421812216,318.6780714459687,623608.5773532153
2000-03-08,336.5691175957181,346.32974867826994,297.6899321327705,317.4081883072587,303.1882100340062,624591.103432282
2000-03-09,315.290100454122,336.8240552436299,304.53397624898287,325.58682745255044,311.39166931746024,562634.4049279405
2000-03-10,232.21685336962696,243.5567799840893,225.52504649786158,234.68786586915593,220.42739515876914,576726.5445269017
2000-03-13,230.76813258182935,239.64505579775437,220.55597583905606,229.57686094563388,215.42082845854148,521729.3567792689
2000-03-14,175.48185272955175,181.07062431169987,160.48149504755997,165.04246428455764,151.42300385718363,577845.924291686
2000-03-15,165.96468864531295,170.2109455146564,152.77011859588072,156.35485731909395,142.87293544179596,687495.7861459786
2000-03-16,159.69505922842598,165.02774180663812,150.61646790229517,158.0693605114861,144.37112848346476,765244.5188987401
2000-03-17,227.37254455385576,236.45151829255403,215.04479418582326,221.52094962973908,207.8069659224206,601558.5487634158
2000-03-20,220.28682914987206,226.74420234555075,198.3419079395817,209.50224420383572,195.60069752220303,472818.7269767442
2000-03-21,203.26781207435678,212.12353743533666,190.92655141878222,207.0744008075586,193.15496657321668,615521.1808066759
2000-03-22,207.01576593853449,223.26423047153284,202.13898304069357,217.34837447784446,203.93617598526373,645087.1233256351
2000-03-23,222.10811648532598,236.45243383351968,214.09822598494534,219.03629613032095,205.58365123713168,663375.6901473297
2000-03-24,224.24626645840044,231.66691651077883,205.7514619025989,215.95263424481294,202.40870108066406,611421.7975970425
2000-03-27,214.14331781285097,219.0033337001266,202.2905136166223,209.57126981395595,196.07680881698917,468901.1471402214
2000-03-28,208.22286382318924,213.15686283915574,198.1989721572609,203.55656181095705,190.20733437222404,458717.4386289949
2000-03-29,202.1837590892323,208.05460748696572,187.46393571188435,191.67182496670395,178.34981102932696,514339.75661867164
2000-03-30,187.17788139388935,197.28064960295296,178.6450937291823,184.88429293265446,171.45413678511096,657106.7757268113
2000-03-31,185.27819349045336,211.30764789963214,171.8402184883247,205.59276441625312,192.20073825799219,700467.3604060913
2000-04-03,147.99735605058473,152.5353425531749,138.4816907128737,140.77155016149206,127.57473814835727,603153.7733763243
2000-04-04,188.33876853304488,196.36948986354585,156.1970036062528,179.36242260284797,166.49630394871846,891955.9584487535
2000-04-05,176.45041806155828,189.35061172852272,168.25524085620395,182.9671108356421,170.1209990273473,636503.0267898383
2000-04-06,189.18967980345388,199.94404195328465,181.49487879786406,192.14599219440206,179.29709427866,533740.1522140221
2000-04-07,158.98631728621362,164.22628338244354,152.38835924111524,159.1484835633954,151.44019905778183,1018777.7572815533
2000-04-10,195.11752909333435,199.21196966500204,179.3289795732384,183.90654557257162,171.04557095070177,464275.2347504621
2000-04-11,175.04377428685007,184.705315939641,166.12004830459148,174.68974347403355,162.0039633592418,588812.5548416704
2000-04-12,173.6323594768801,179.19045133153202,156.06543600645426,160.01705194764082,147.49432701414403,815248.675811614
2000-04-13,161.1115987180129,165.21457858843647,144.42860681125447,149.2518576647822,136.8849553223636,680126.2315789474
2000-04-14,145.00309993254683,150.34057553577827,123.19103935991001,128.69774677237024,116.7042145294187,788704.9322344322
2000-04-17,123.28680502650015,135.4996714765633,114.55137988264455,126.02968611464172,114.04068911015636,675225.097381718
2000-04-18,128.90081892370452,153.86291273913426,124.24082360071989,145.37160608992698,133.17566968222857,616112.6521340064
2000-04-19,149.70924106999993,155.37801453460273,141.14871705481676,145.30100740080772,133.0664812896652,574185.2311212815
2000-04-20,113.54577972675607,118.56234801290731,108.62445109010478,114.05503936498582,101.8062696268234,578026.4938328004
2000-04-24,113.22076298652962,120.64304976129849,106.83664905612186,114.75468929987554,102.51293132427801,576149.1784080513
2000-04-25,150.31826657530843,158.535003723293,146.85111681073903,153.80476074283686,141.11526209819402,603168.7513761468
2000-04-26,156.1641772495362,160.2394250046017,143.36275826055245,147.3280411893932,134.60853815670973,605132.8207590306
2000-04-27,146.94491962919025,152.56823018168936,139.5835860209704,147.63219927659478,134.92543052653807,558582.4811580882
2000-04-28,147.1888506990063,159.34885521325873,144.48427158906398,155.66795398075107,142.8772163262643,501502.5666360294
2000-05-01,158.29180777757878,173.63392204819806,154.40915831012936,169.14766344267034,156.23216143656703,489833.37603686634
2000-05-02,172.41389042301918,177.34455161622617,160.90582006165454,165.31973520157882,152.60218804049052,478517.93695352046
2000-05-03,162.93483912280357,164.9697808147276,148.8325506743797,156.80462227570442,144.28610530073982,569440.7322329207
2000-05-04,157.5849512793554,165.70871255372325,153.09979397743447,160.06152001054707,147.49716453656865,501498.1604032997
2000-05-05,162.359543689849,168.9434215270362,158.79576506582163,163.35470032021027,150.73731869083815,425961.1957817515
2000-05-08,164.16920385868298,168.1172204382268,155.47913827260504,160.1458150517277,147.62509394902554,407586.1809872029
2000-05-09,159.4407204621224,162.42409003632847,149.8716409272183,153.43077966822042,141.15883285287018,500767.7318410233
2000-05-10,153.22069802719395,156.25656261089384,139.63480803621658,148.15840645622896,136.40302776748678,593088.1758542141
2000-05-11,149.7277523079252,154.82025958672685,143.50934108919236,148.93114378737533,137.11797259208794,557100.4886310905
2000-05-12,152.36709722018622,155.26863569507472,144.38156837862948,148.84064755158101,137.16964269379304,458080.0361556064
2000-05-15,147.69528339944506,150.41201892112292,139.41242279502657,144.7948442085893,133.02202284931116,541861.5184174625
2000-05-16,146.78532865447022,151.89618673522222,142.19656778395625,146.70579344847357,134.85816667800648,521171.3276965265
2000-05-17,145.906268948322,148.47718242687398,140.9545608344233,145.14712795357553,133.12681194278045,459651.42700729927
2000-05-18,146.62744410956788,150.48081238822522,139.99359754617976,144.11608005060714,132.12092678888231,484050.758887876
2000-05-19,144.1282635233367,148.1167693653581,137.72685650769884,141.36001167956596,129.46491821982752,584715.1941043084
2000-05-22,142.99341345927118,144.7298417428827,130.92863697432153,137.18908431958636,125.54890611863459,590043.0136177939
2000-05-23,137.45267511578214,140.28892440496318,128.15269967036332,130.47381881346797,118.95085868292531,530377.2632773491
2000-05-24,128.20746913824726,132.07905107808514,117.70645551695463,123.54270026915603,112.17524636961122,685138.3515482696
2000-05-25,125.38099180411436,131.91516676907165,120.21265560825837,123.52938753709509,112.27921376427369,577515.7306642402
2000-05-26,123.85329442048592,128.028406628081,119.10592680150857,122.67640358941962,111.37801015874639,361223.22828558437
2000-05-30,125.46967924518613,132.09145945496354,120.19919114227501,127.01185405457592,115.55204050739147,564936.2660054102
2000-05-31,127.95760227763431,134.20223468864012,120.3929752628572,124.08775009818213,112.66071642753747,538561.4805253623
2000-06-01,125.3932589041271,130.53743602554667,118.30148695126034,126.05451602908691,114.50199984108401,668797.3470216607
2000-06-02,129.29669781729714,138.4395523427437,126.28742475865018,135.41478558206768,123.65810297592654,730191.1864559819
2000-06-05,137.66726925049758,146.02398602932416,132.88237680980993,139.54376863751048,127.72883093666755,477678.8074141049
2000-06-06,142.48074553056335,154.86727252820012,138.1184000787172,149.04149630533706,137.1799809601898,565450.3671628326
2000-06-07,153.97041571486906,159.54573184219478,148.24200697064015,153.4335656830706,141.46499835327256,487737.10975609755
2000-06-08,156.74633143448017,161.3082525510578,149.87886917196892,152.4566531627693,140.4309089478754,414522.3281818182
2000-06-09,155.63764487859368,161.5809136044349,150.0036939989265,155.60414915039,143.40693721334551,394786.45462794916
2000-06-12,155.37726065732573,162.13518340529293,144.8321346200969,149.38240547258727,137.26332347204138,431181.90769230766
2000-06-13,149.51859930123857,155.4674380831488,143.72836535804976,151.46686312574522,139.28003311939608,461897.8058076225
2000-06-14,150.5963706659154,155.80731662851852,146.6772255566169,149.91667089176872,137.72786217851035,471640.93917385384
2000-06-15,149.8890229700783,153.7886407434527,139.50788070660943,144.70682438708275,132.54194544166498,455701.0695770805
2000-06-16,145.96117725822927,151.01221628905193,139.7607419127109,145.50920713108465,133.42762325490216,528702.2291666666
2000-06-19,145.64615841715224,151.9643416259848,139.2501563770589,148.64542108571445,136.50272353923444,491314.9417870036
2000-06-20,148.16222718391967,154.8330127136518,142.776001955726,148.10896151286792,136.06117921034243,569904.8944995492
2000-06-21,146.68687090285036,153.54856058702822,141.13070114793194,149.87866728824145,137.72845192362578,548238.2848158131
2000-06-22,151.19644789554545,156.53759367326387,144.7364796052818,149.97216572488907,137.82659675059884,526240.2642953624
2000-06-23,148.84900396076264,153.19541254717382,142.69679667322058,148.5263967638382,136.44893956010648,442839.318488529
2000-06-26,151.10274714841728,162.07146073894032,146.75288408893812,155.14743612090004,143.05357724544118,375132.72789115645
2000-06-27,155.58969429001976,166.879595713181,150.50140437937506,162.90569225468136,150.96388590930093,453093.56094245584
2000-06-28,164.80751789010068,168.05961794496994,150.75659920155294,159.60048668145058,147.5339090762286,479384.06726862304
2000-06-29,159.24715280884996,162.90326182454677,145.8449092318657,154.20592583104516,142.11124001863948,465701.7510167194
2000-06-30,157.17469482864547,164.77460807872316,151.2695407993672,158.1968472188389,146.35175951049501,658403.8774774774
2000-07-03,159.47464152193433,166.49303484322255,155.73985155017596,163.05192100754508,151.02962078960775,188719.727765237
2000-07-05,161.49035809277953,169.2406516697542,157.06005491191195,164.52066691966868,152.56445028351837,477988.30493273545
2000-07-06,165.41226848784308,169.42532181761612,157.62936068742374,164.0907928097116,152.09860649599662,480231.67582170194
2000-07-07,164.48952088490128,169.5995457025408,157.54096664721544,161.43849419460705,149.55496647526834,457616.40898876404
2000-07-10,162.25989570132003,166.86521384024562,154.69583404064096,159.1154263961278,147.19065719245492,461967.1764442454
2000-07-11,154.80611117919716,163.5440368963991,150.61300521553224,159.46828373929614,147.463899078648,534335.2157564906
2000-07-12,160.3989671979855,168.7236547794749,154.61415049739654,162.26744441411077,149.879193569218,525045.8860589812
2000-07-13,161.38715353810755,168.45335694905694,154.70553156880996,161.8737945951724,149.39993167964255,568539.8626839055
2000-07-14,156.56101204799054,162.5051492628471,151.59159086755807,157.93889703330214,148.37368471768107,426233.58960573474
2000-07-17,158.1762100208569,164.74078420703447,150.08710840043636,158.67096864375375,148.73055282578397,425557.94133452757
2000-07-18,157.45024654341128,162.56143334783593,152.169050465685,156.8066503965696,146.49954462003066,443205.0004468275
2000-07-19,154.7161541930617,158.21564508511577,148.0641136524386,151.0257744735832,140.97459725416212,503919.18730581447
2000-07-20,152.72200026286964,159.56788599171145,149.25022684455948,156.85771122489658,146.78537273321842,523631.234375
2000-07-21,157.6113838549807,164.00599344999372,151.69166128895677,157.77513222692295,147.84358417302883,413555.85035842296
2000-07-24,157.82647184298327,160.99073586974336,149.45881073853462,153.81203259914335,143.9462850601752,448602.61329170386
2000-07-25,154.43684580113202,159.2029535417314,147.95300377566858,151.83197910337472,141.91421830309912,407691.46150402864
2000-07-26,152.0156474506421,155.10842860608312,141.32853307312683,146.87362547097902,137.16459390021953,494258.333034915
2000-07-27,146.53961748077157,149.99173827805188,137.67828505573738,143.0044813131907,133.56403445372808,506056.29411764705
2000-07-28,143.68205552706362,145.85835396524533,133.99614584330033,139.07292760329335,129.86909471064712,471947.5554078014
2000-07-31,139.2457289333599,144.7553182969442,133.10536992391258,140.21464575015233,130.8762498593071,441033.89520426287
2000-08-01,141.69692843048134,145.22136956434082,137.27065930001683,142.53063892096094,133.09248824978914,391799.78317008016
2000-08-02,142.02149834885955,147.06442935798506,135.98934866663865,141.7393562438592,132.34162241648215,419848.6807846634
2000-08-03,137.20731110605783,142.96600697725285,132.64352180977573,140.45603502360132,131.07201120589264,533529.1398230088
2000-08-04,140.58481913452295,144.20280499708778,135.87593140963017,140.24248568240407,130.93560558649568,440925.18173758866
2000-08-07,141.79852644420774,145.0298582662343,137.4340935983488,142.30875721598028,132.9384800461509,398920.6937693327
2000-08-08,141.78261638181255,146.01548557820053,137.56344158441362,140.74056536972608,131.44863024817778,421651.42186808324
2000-08-09,141.59370912164417,144.83459782777882,137.4735900544175,140.7325967302839,131.38133959939594,505294.3005729396
2000-08-10,142.19619636355563,148.28751758473072,139.32683466847138,145.76873526037338,136.39137718181362,426233.62835755176
2000-08-11,146.41497539214689,156.78153058769925,143.42669773735105,152.9753429963483,143.5039878128975,386930.9950672646
2000-08-14,157.72070646860683,164.37362990621975,152.23090824017675,157.45100810863144,148.36200935834327,339236.11101243336
2000-08-15,158.79520261044297,164.12235776374683,151.23855814623948,156.24971481518142,147.21140556901526,361983.9662671993
2000-08-16,155.48072454940925,166.19138449597168,149.1598799526823,156.90577628814006,147.69993213457144,411143.5304501324
2000-08-17,157.22276695365622,164.64130834690513,152.28264844724157,160.17430689644178,150.90431045796473,445574.22192866576
2000-08-18,160.76584762327923,167.10840172960823,155.1666308137591,160.37122469668182,150.882453127707,386798.5615350684
2000-08-21,161.948777107287,168.0351258667639,159.29249107743055,164.3324133175794,154.93212702492556,324033.5714920071
2000-08-22,164.0443980942093,169.031680979019,158.76676318754323,163.30843103908157,153.7838708180177,378023.8448961555
2000-08-23,124.48682040873935,127.16963982480911,118.29451751182384,122.16663768135562,112.62878132820065,404574.9113756614
2000-08-24,123.46870008229003,128.42889165084725,118.68162880649768,124.0974056183656,114.34141398228496,424658.5041794985
2000-08-25,124.42317095259122,127.72608777810288,121.48107930953714,125.37050046385814,115.77902760356594,365117.8440246046
2000-08-28,126.13706203656304,129.88620694825394,121.39432323713575,125.04698214644664,115.46675413686786,402867.9543859649
2000-08-29,124.17268750795569,127.77900824483375,118.34774897661949,123.33728735163027,113.7452729659418,391781.6130453944
2000-08-30,123.24694562929913,127.71011639419295,119.34242255637868,125.54300243368031,115.978690187369,408280.9616063548
2000-08-31,125.15329351994654,134.28144064692543,122.64923374868707,130.16017223625036,120.3934126583937,537185.4564260563
2000-09-01,130.95057290879444,133.21289314233783,124.75595064517029,130.3318516392507,120.49671492626211,380477.55859030836
2000-09-05,129.68098616012932,132.02683648191297,125.60182069963398,128.64507808229848,118.6913637197807,435953.5492772668
2000-09-06,129.02307988565315,131.63205998386326,124.96078791392176,127.17624201460454,117.37410237094086,490155.79287598946
2000-09-07,126.74065333853986,131.91344888549165,124.377845198272,128.61658755853077,118.89151900078016,436613.94539850287
2000-09-08,128.86667910362038,133.11593864709403,124.61533724655483,129.16788614344392,119.40427091818943,415170.9760956175
2000-09-11,127.02383655661328,133.55864192292404,124.06397132685495,129.8639924305344,120.16558058087863,411499.6659311562
2000-09-12,130.5425725779322,137.06550629244717,126.30966308859445,130.41343078627781,120.75336740986403,439928.6323205636
2000-09-13,178.66624678167938,183.02565281718918,171.49560632273102,176.71008757038717,166.9359851771922,494193.8883025506
2000-09-14,132.6397989742569,135.36917909473848,126.710102257699,130.30847314128667,120.59484358977946,523380.6202809482
2000-09-15,131.13574802120482,133.5367943602968,125.17998350169681,130.0948481610553,120.31730887842005,613338.4022837066
2000-09-18,129.05489823484987,130.920094563176,120.52359143104225,122.45654092250778,113.10468393072239,534020.2462751972
2000-09-19,123.83573285039766,127.9120331234352,119.20576255514942,124.94195083774162,115.30168042427923,501554.6297273527
2000-09-20,125.47256584669177,130.6609794131728,121.08324570273845,127.58767161636355,117.87543155300705,524527.4528301887
2000-09-21,126.84591305329646,129.41328732123696,121.80174112582333,125.58229139513135,115.94859977232426,566857.573806395
2000-09-22,163.3305439431235,180.0388303904789,161.21331735991757,176.23333397771088,166.673988452859,685534.1392405063
2000-09-25,130.49416870254896,134.87791655354914,126.73650075291154,129.32128369652514,119.79410337358584,525462.0790166813
2000-09-26,129.2658275867267,133.62314550675194,124.60875977140428,128.9415962899196,119.46810591556894,544341.4551029347
2000-09-27,128.73679733748205,131.84744767453006,124.17169960835261,127.15462970734298,117.85395516021231,558054.6899429073
2000-09-28,125.62490674427856,130.83381010120397,122.05899897655237,128.38664249276846,118.94487381982698,739805.4934612032
2000-09-29,172.8448996548307,180.68010479285408,168.4400494015506,174.43409460943766,165.08416703883725,1552725.8574523397
2000-10-02,174.95637863186045,180.00007627111705,165.4336190740276,169.0942890109718,159.90502232036496,859302.8984442523
2000-10-03,168.8578719158262,174.8195639394024,158.99406384589884,163.11806035347982,154.0212383563217,853868.6670990057
2000-10-04,163.64448565008138,168.2111494396636,152.41634315957242,160.63904147416636,151.46387995983915,800977.7413494809
2000-10-05,157.68563238073452,171.84580216909268,153.28944335427755,160.86192017696965,151.88474263388693,658878.21484375
2000-10-06,122.60110346138076,125.72430900294654,115.43428833971693,119.38994013517123,110.50153119653241,593427.9860748478
2000-10-09,155.85192182473676,158.36604458953013,146.37970639999872,151.04450043001918,142.24252949366402,453278.09461805556
2000-10-10,114.97495401247404,120.53655843311032,111.87387258696798,116.08302970033397,107.39990372442763,579721.7021276596
2000-10-11,113.49882449319286,119.42607660108025,108.04733187553717,112.16862610115975,103.64224423290948,820362.643847487
2000-10-12,148.31472964577887,151.1390421327197,133.4205964197981,136.27319336092611,127.90395918583722,822377.3574523397
2000-10-13,132.50144117369553,141.85474733313708,127.59891013356835,138.28819792468644,129.75817506681503,797059.3552574643
2000-10-16,138.9298302114181,149.3922161780753,136.35753940183838,145.39992667883925,136.86861479937988,620941.5844887348
2000-10-17,145.31699162326723,149.3147237515292,135.95341563964823,140.8849065738755,132.5583156802827,580981.2098389203
2000-10-18,137.78096706001048,142.859502345856,131.77775692201175,137.38292093099224,129.22635024325695,710525.0543006081
2000-10-19,140.3380159721068,144.72960200015592,136.51217625614248,141.97509716131904,133.56911337069673,828834.3784017279
2000-10-20,142.58460453416563,149.38041457479446,138.37617659646995,145.8111694739138,137.31970278595023,659449.4976241901
2000-10-23,145.8765093975027,155.4518688522118,142.65963336003873,151.7917076883378,143.3086932542498,549641.8878787879
2000-10-24,152.01923174786006,157.4020538730946,145.9676683374597,150.3570176583446,141.8574319093098,655540.0199048031
2000-10-25,148.67600713815915,151.95596830449855,137.22609474553136,140.41856244471325,131.99821597770463,658845.5592560554
2000-10-26,139.6606584474283,147.82638042772476,132.8405739697452,142.55376496099404,134.02599987425285,639874.1119305857
2000-10-27,143.52266904381088,148.23273058668437,138.4907170721462,142.93495196750175,134.38550647814807,595959.884515571
2000-10-30,110.50947482191354,113.66236907712852,105.66799455810283,108.50538267089615,99.89698562266638,641788.628781331
2000-10-31,140.72693499407265,145.30330795132093,136.2409783502334,142.41956611543043,133.5561139491037,776502.2070008643
2000-11-01,140.99558883598337,145.04019576294303,137.21114196234632,141.7770978488335,132.95310696679545,616467.7926247289
2000-11-02,109.47128440979537,112.9268634326243,105.8410389476999,111.06662074236732,102.12599559238417,612228.4551754006
2000-11-03,148.8878230231628,152.51506501575972,144.22817529577605,149.28128302475966,140.3548361702639,528418.0458081245
2000-11-06,149.33571888558458,154.80768116507647,143.24119122744503,148.72655246470438,139.8186934017246,479823.87759515573
2000-11-07,148.70131735697035,151.13639723904174,143.8504523212824,148.5375303935937,139.62853666562677,451436.06017316016
2000-11-08,108.59208506193865,111.26943058950384,105.01705604442193,107.41524639540873,98.6115846721374,478781.5060658579
2000-11-09,146.18725877696374,149.46440095742796,136.66667345976833,142.91265821886103,134.18669450648022,511610.1321164711
2000-11-10,139.9726962150386,144.8205633172152,135.44514751457407,138.8376761020066,130.22720874341067,483465.4094454073
2000-11-13,70.67058956441416,72.58111620638338,67.68312990771803,69.63203092648862,61.08769294991894,528240.1310679612
2000-11-14,129.55915986785226,135.08067105673447,124.6445870130047,130.35040019466004,121.79976499656009,512899.84144222416
2000-11-15,131.5283928880943,138.7168466992579,128.9045584075315,134.08450930233647,125.43170087898204,447646.4649237473
2000-11-16,105.18291301818932,107.74095808997944,99.8908459404043,101.26890385457175,92.69991967951577,410284.38177874184
2000-11-17,129.01388737341256,132.41324553611742,123.2921606985355,126.16150342884346,117.64556615307261,495041.58535528596
2000-11-20,125.13532017890682,126.69462898078993,115.57114011069555,118.11208327247559,109.81839340935088,480966.4209161625
2000-11-21,117.09193009671006,120.29015661683296,104.00912396029452,106.52317161503623,98.32947627906132,508234.6539627544
2000-11-22,101.80708622431692,108.14986434961598,97.2718885211895,103.42653498210184,95.39188562751953,462299.92501083657
2000-11-24,104.88007622087031,111.91640514743052,103.23849468151613,110.17713276088071,102.07975346253082,206209.2547495682
2000-11-27,113.88948345234148,117.10271456314852,107.80086231884869,109.16116363736039,101.0738089399438,454731.8662613982
2000-11-28,109.58125702797163,111.07797678263483,99.58841191817191,102.84516264446171,94.88564251642381,493098.6002604167
2000-11-29,102.67996652600516,106.04157983866952,96.28315180568481,101.42641272729819,93.5087493558843,558910.8735383283
2000-11-30,98.98043014473627,101.55907228710555,91.85401554892323,96.3087607642332,88.49640641896212,811831.913718723
2000-12-01,98.32041807854124,105.6086265584749,93.97081454812898,99.98540825502474,92.02129159594114,558096.8047722343
2000-12-04,79.2029844363634,80.97303374572786,76.23593615836904,77.9281356903278,69.93026120409907,522858.0642361111
2000-12-05,61.7767895081243,65.38200704272934,60.30869722234036,63.7208663347339,55.4061603801797,734404.8579471633
2000-12-06,63.46704115884813,66.30916421438192,59.97883639485607,62.973656002146534,54.74026102583975,847271.6016365202
2000-12-07,81.65901207288171,83.91567475784457,78.13139464079818,80.32725869195932,72.26283475965805,541893.796969697
2000-12-08,102.2650248937193,105.36589474889203,95.38532944447289,100.7298824959893,92.45974811209045,659079.0647668394
2000-12-11,101.40806832380959,106.46747228623252,97.99744414013078,103.40678938265357,95.1817148907543,565019.3304385584
2000-12-12,102.32680242820587,104.81362926904208,98.9463039575539,102.04752842171787,93.85699489927607,559239.2706540447
2000-12-13,102.53429637107493,107.34601027968637,96.46123987291082,100.0263990917136,91.9188498419432,553307.7186689714
2000-12-14,100.65438074228217,102.61689441637489,94.82935955074556,97.86650028100499,89.83755701826409,493692.01566579635
2000-12-15,95.7041006658405,97.0053377100337,89.41350672709713,92.43885679894771,84.47989026020703,768336.3004755728
2000-12-18,95.80892120573883,98.96688140697765,89.35458225414594,91.4339482336979,83.4496973962215,595476.4969775475
2000-12-19,74.1882172570328,76.79432213209189,70.41626650356754,72.53301982749366,64.66251392495947,627374.9576490924
2000-12-20,92.86276833502481,95.50158268904882,84.94179424999946,88.33801480505998,80.68367742883547,763094.1296456353
2000-12-21,87.87409471330973,90.58220328347322,78.61042434742693,83.54913381096516,75.99926074454561,624285.6523623754
2000-12-22,84.15925712263397,89.31407105317783,81.68837888633824,86.03500773911708,78.37603945746672,514014.58181818185
2000-12-26,88.06873604522676,90.2497267632467,80.96575643261997,83.39826400301534,75.62362689316868,392522.3501979762
2000-12-27,82.84965976086781,86.17709744808612,76.20220191662686,81.13419358968741,73.40375772886249,503252.2858380251
2000-12-28,82.50481434565329,93.08149516270092,79.34164758420995,90.77704133271341,83.00634852981781,520523.7850668969
2000-12-29,89.67893184569166,94.74630039318731,82.78166384636837,88.25895754913215,80.4359348905906,627654.0742170742
2001-01-02,90.81189853684218,92.796782783888,87.1691880978092,88.93264013749582,81.02414488689801,1252852.1296296297
2001-01-03,83.81497097089694,90.51085461585043,79.3529504893911,87.36598467021014,79.46715830781403,913451.0649069666
